Fuel Type Code,Station Name,Street Address,Intersection Directions,city,State,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Open_Date
ELEC,Mountain View Civic Center Garage,500 Castro St,Mercy St and Castro St,Mountain View,CA,Private,Fleet use only,,2,,12/30/2008
ELEC,Towers at Great America,4555 Great America Pkwy,,Santa Clara,CA,Private,Tenant use only,,11,,8/30/2011
ELEC,Advanced Micro Devices Inc,2485 Augustine Dr,,Santa Clara,CA,Private,Employee use only,,14,,6/15/2011
ELEC,Marsh Street Parking Structure,881 Marsh St,Located on the lower level,San Luis Obispo,CA,Public,24 hours daily; pay lot,,4,,4/15/2000
ELEC,Malibu Country Mart,3835 Cross Creek Rd,,Malibu,CA,Public,24 hours daily,,2,,8/20/2011
ELEC,Golden Gate National Recreation Area - Crissy Field,1199 E Beach,Crissy Field Center,San Francisco,CA,Public,6am-12am daily,,2,,2/15/2012
ELEC,Delta Electronics,46101 Fremont Blvd,Fremont Blvd and Cushing Pkwy,Fremont,CA,Private,,,18,2,4/1/2011
ELEC,EVSP WALGREENS,26531 Aliso Creek Rd,STORE 11241; The station is located to the left of the store's entrance,Aliso Viejo,CA,Public,24 hours daily,,2,,
ELEC,E & M Electric,126 Mill St,,Healdsburg,CA,Private,For employee use only,,4,,5/1/2011
ELEC,CITY OF DUBLIN,200 Civic Plaza,"STATION 1
STATION 2
STATION 3",Dublin,CA,Public,24 hours daily,,3,,
ELEC,Amador Transit,115 Valley View Way,SR-49 and Valley View Way,Sutter Creek,CA,Public,24 hours daily; pay lot,,2,,4/30/2010
ELEC,Golden Gate Park - Music Concourse Garage,1 Music Concourse Dr,,San Francisco,CA,Public,Garage business hours; pay lot,9,4,,4/10/2012
ELEC,CCSF SFMTA,444 Stockton St,"SUTTER 3; Public Parking Sutter and Stockton G-1st Floor - Parking Rates Apply
SUTTER 4; Public Parking Sutter and Stockton G-1st Floor - Parking Rates Apply
SUTTER 7; Garage
SUTTER STOCKTON; Public Parking Sutter and Stockton Lobbies - Parking Rates A
SUTTERSTOCKTON2; Public Parking Sutter and Stockton Lobbies - Parking Rates A
SUTTERSTOCKTON3; Public Parking Sutter and Stockton Lobbies - Parking Rates A",San Francisco,CA,Public,24 hours daily,5,7,,
ELEC,Cupertino Electric,1132 N 7th St,,San Jose,CA,Public,7am-6pm M-F,,12,,1/23/2019
ELEC,J.D. Power & Associates,30870 Russell Ranch Rd,Rear of building,Westlake Village,CA,Private,,,4,,4/12/2017
ELEC,Nissan of Burlingame,101 California Dr,,Burlingame,CA,Public - Call ahead,Dealership business hours,,1,,1/31/2012
ELEC,Nissan of Burlingame,101 California Dr,,Burlingame,CA,Private,,,1,,1/31/2012
ELEC,CITYOF CAMPBELL,41 N 2nd St,"2NDST GARAGE LL; Near main front entrance
2NDST GARAGE UL; On ramp between 2nd and 3rd floor parking garage",Campbell,CA,Public,24 hours daily,,3,,
ELEC,Dublin Nissan,6450 Dublin Ct,,Dublin,CA,Public - Call ahead,Dealership business hours,,4,1,1/31/2012
ELEC,Dublin Nissan,6450 Dublin Ct,,Dublin,CA,Private,,,1,,1/31/2012
ELEC,Stone Brewing World Bistro & Gardens,1999 Citracado Pkwy,,Escondido,CA,Public,24 hours daily,,2,,2/7/2012
ELEC,Momentum Nissan,2545 Auto Mall Pkwy,,Fairfield,CA,Public - Call ahead,Dealership business hours,,2,1,1/31/2012
ELEC,Momentum Nissan,2545 Auto Mall Pkwy,,Fairfield,CA,Private,,,1,,1/31/2012
ELEC,Renaissance Indian Wells Resort & Spa,44400 Indian Wells Ln,,Indian Wells,CA,Public - Call ahead,24 hours daily; for guest use only,,2,,2/15/2012
ELEC,OMP Sanders Rubbercraft,3701 Conant St,,Long Beach,CA,Private,Employee use only,,1,,8/17/2011
ELEC,Los Angeles County - Museum of Art,5905 Wilshire Blvd,Garage entrance on 6th St. Chargers located on first level.,Los Angeles,CA,Public,Garage business hours; pay lot,,3,,4/10/2012
ELEC,Empire Nissan,1377 Kettering Loop,,Ontario,CA,Public - Call ahead,Dealership business hours,,1,1,1/31/2012
ELEC,Empire Nissan,1377 Kettering Loop,,Ontario,CA,Private,,,1,,1/31/2012
ELEC,City of Rancho Cucamonga - Archibald Library,7368 Archibald Ave,Located in public parking lot at the Archibald Library in Rancho Cucamonga,Rancho Cucamonga,CA,Public,24 hours daily; must have MobileNow! App for payment; maximum session time of 4 hours,,1,,1/31/2012
ELEC,City of Rancho Cucamonga - City Hall,10500 Civic Center Dr,Located in public parking lot for Rancho Cucamonga City Hall,Rancho Cucamonga,CA,Public,24 hours daily; must use MobileNow! App for payment; maximum session time of 4 hours,,2,,1/31/2012
ELEC,City of Rancho Cucamonga - Animal Care & Adoption Center,11780 Arrow Rt,Located in public parking lot at the Animal Center in Rancho Cucamonga,Rancho Cucamonga,CA,Public,24 hours daily; must have MobileNow! App for payment; maximum session time of 4 hours,,1,,1/31/2012
ELEC,City of Rancho Cucamonga - Red Hill Community Park,7484 Vineyard Ave,Located in public parking lot for Red Hill Park in Rancho Cucamonga,Rancho Cucamonga,CA,Public,6am-10pm daily; must use MobileNow! App for payment; maximum session time of 4 hours,,1,,1/31/2012
ELEC,City of Rancho Cucamonga - Heritage Community Park,5546 Beryl St,Located in public parking lot for Heritage Park in Rancho Cucamonga,Rancho Cucamonga,CA,Public,6am-10pm daily; must have MobileNow! App for payment; maximum session time of 4 hours,,1,,1/31/2012
ELEC,Toyota of Santa Cruz,4200 Auto Plaza Dr,,Capitola,CA,Public - Call ahead,Dealership business hours,1,1,,4/1/2012
ELEC,Yosemite Village Store,4183 Village Dr,Northwest corner of shed in Yosemite Village Store parking lot,Yosemite National Park,CA,Public,24 hours daily,,1,,6/1/2012
ELEC,Antioch Nissan,1831 Auto Center Dr,,Antioch,CA,Private,,,1,,3/15/2011
ELEC,Nissan of Bakersfield,2800 Pacheco Rd,,Bakersfield,CA,Private,,,1,,3/15/2011
ELEC,Buena Park Nissan,6501 Auto Center Dr,,Buena Park,CA,Private,,,1,,3/15/2011
ELEC,Carson Nissan,1505 E 223rd St,,Carson,CA,Private,,,1,,3/15/2011
ELEC,Palm Springs Nissan,68177 Kyle Rd,,Cathedral City,CA,Private,,,1,,3/15/2011
ELEC,Cerritos Nissan,18707 Studebaker Rd,,Cerritos,CA,Private,,,1,,3/15/2011
ELEC,Chico Nissan,575 Manzanita Ave,,Chico,CA,Private,,,1,,3/15/2011
ELEC,Puente Hills Nissan,17320 E Gale Ave,,City of Industry,CA,Private,,,1,,3/15/2011
ELEC,Lithia Nissan - Clovis,370 W Herndon Ave,,Clovis,CA,Private,,,1,,3/15/2011
ELEC,Nissan of Serramonte,1500 Collins Ave,,Colma,CA,Private,,,1,,3/15/2011
ELEC,Autocom Nissan - Concord,1290 Concord Ave,,Concord,CA,Private,,,1,,3/15/2011
ELEC,Larry H Miller Nissan,2575 Wardlow Rd,,Corona,CA,Private,,,1,,3/15/2011
ELEC,Orange Coast Nissan,2850 Harbor Blvd,,Costa Mesa,CA,Private,,,1,,3/15/2011
ELEC,Hanlees Nissan,5009 Chiles Rd,,Davis,CA,Private,,,1,,3/15/2011
ELEC,Downey Nissan,7321 Firestone Blvd,,Downey,CA,Private,,,1,,3/15/2011
ELEC,Nissan of Duarte,1434 Buena Vista St,,Duarte,CA,Private,,,1,,3/15/2011
ELEC,Mossy Nissan - El Cajon,1170 W Main St,,El Cajon,CA,Private,,,1,,3/15/2011
ELEC,Mossy Nissan - Escondido,1546 Auto Park Way,,Escondido,CA,Private,,,1,,3/15/2011
ELEC,McCrea Nissan,601 7th St,,Eureka,CA,Private,,,1,,3/15/2011
ELEC,Tracy Nissan,3195 N Naglee Rd,,Tracy,CA,Private,,,1,,3/15/2011
ELEC,Santa Clara Valley Water District,5750 Almaden Expy,"Near Coleman Road; Stations under solar canopy, middle of lot. Enter ""Access Code"" on the sticker on each station.",San Jose,CA,Public - Call ahead,24 hours daily; 4 hour parking limit,,8,,5/31/2012
ELEC,Nissan of Tustin,30 Auto Center Dr,,Tustin,CA,Private,,,1,,3/15/2011
ELEC,Nissan of Vacaville,671 Orange Dr,,Vacaville,CA,Private,,,1,,3/15/2011
ELEC,Vallejo Nissan,3287 Sonoma Blvd,,Vallejo,CA,Private,,,1,,3/15/2011
ELEC,Nissan of Van Nuys,5425 Van Nuys Blvd,,Sherman Oaks,CA,Private,,,1,,4/22/2014
ELEC,Valley Hi Nissan,15722 Valley Park Ln,,Victorville,CA,Private,,,1,,3/15/2011
ELEC,Nissan of Visalia,830 S Ben Maddox Way,,Visalia,CA,Private,,,1,,3/15/2011
ELEC,West Covina Nissan,205 N Citrus St,,West Covina,CA,Private,,,1,,3/15/2011
ELEC,Universal City Nissan,3550 Cahuenga Blvd W,,Los Angeles,CA,Private,,,1,,3/15/2011
ELEC,Razzari Nissan,1675 Auto Center Dr,,Merced,CA,Private,,,1,,3/15/2011
ELEC,Nissan of Mission Hills,11000 Sepulveda Blvd,,Mission Hills,CA,Private,,,1,,3/15/2011
ELEC,Central Valley Nissan,4530 McHenry Ave,,Modesto,CA,Private,,,1,,3/15/2011
ELEC,Metro Nissan of Montclair,9440 Autoplex Dr,,Montclair,CA,Private,,,1,,11/8/2019
ELEC,Nissan of Downtown Los Angeles,635 W Washington Blvd,,Los Angeles,CA,Private,,,1,,3/15/2011
ELEC,Napa Nissan,510 Soscol Ave,,Napa,CA,Private,,,1,,3/15/2011
ELEC,Premier Nissan,1120 W Capitol Expy,,San Jose,CA,Private,,,1,,3/15/2011
ELEC,Stevens Creek Nissan,4855 Stevens Creek Blvd,Located on the southeast corner of building,Santa Clara,CA,Private,,,1,,3/15/2011
ELEC,Santa Maria Nissan,1001 E Battles Rd,,Santa Maria,CA,Public - Call ahead,Dealership business hours,,2,,3/15/2011
ELEC,First Nissan,2325 1st St,,Simi Valley,CA,Private,,,1,,3/15/2011
ELEC,Mossy Nissan,2700 National City Blvd,,National City,CA,Private,,,1,,3/15/2011
ELEC,Team Nissan,1801 Auto Center Dr,,Oxnard,CA,Private,,,1,,3/15/2011
ELEC,Antelope Valley Nissan,451 Auto Center Dr,"5th St West and Auto Center Dr; access EVSE via the service drive, located adjacent to the front door",Palmdale,CA,Private,Service center use only,,2,,3/15/2011
ELEC,Mossy Nissan - Poway,14100 Poway Rd,,Poway,CA,Private,,,1,,3/15/2011
ELEC,Crown Nissan,300 E Cypress Ave,,Redding,CA,Private,,,1,,3/15/2011
ELEC,Metro Nissan of Redlands,1665 Industrial Park Ave,,Redlands,CA,Private,,,1,,3/15/2011
ELEC,Boardwalk Nissan,1 Bair Island Rd,,Redwood City,CA,Private,,,1,,3/15/2011
ELEC,Hanlees Hilltop Nissan,3277 Auto Plaza,,Richmond,CA,Private,,,1,,3/15/2011
ELEC,Raceway Nissan,6030 Sycamore Canyon Blvd,,Riverside,CA,Private,,,1,,3/15/2011
ELEC,Nissan of Sacramento,2820 Auburn Blvd,,Sacramento,CA,Private,,,1,,3/15/2011
ELEC,Larry H Miller Nissan - San Bernardino,735 Showcase Dr S,,San Bernardino,CA,Private,,,1,,3/15/2011
ELEC,Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,,San Diego,CA,Private,,,1,,3/15/2011
ELEC,Pacific Nissan,4433 Mission Bay Dr,,San Diego,CA,Private,,,1,,4/1/2011
ELEC,Riverside Nissan,8330 Indiana Ave,,Riverside,CA,Private,,,1,,3/15/2011
ELEC,Future Nissan,600 Automall Dr,,Roseville,CA,Private,,,1,,3/15/2011
ELEC,CITY OF COTATI,216 E School St,"COMMUNITYCENTR1; -
COMMUNITYCENTR2; -
COMMUNITYCENTR3; -",Cotati,CA,Public,24 hours daily,,3,,
ELEC,Fontana Nissan,16444 S Highland Ave,,Fontana,CA,Private,,,1,,3/15/2011
ELEC,Lithia Nissan - Fresno,5580 N Blackstone Ave,,Fresno,CA,Private,,,1,,3/15/2011
ELEC,Gardena Nissan,1670 W Redondo Beach Blvd,,Gardena,CA,Private,,,1,,3/15/2011
ELEC,Glendale Nissan,727 S Brand Blvd,,Glendale,CA,Private,,,1,,3/15/2011
ELEC,Pedder Nissan,200 Carriage Cir,,Hemet,CA,Private,,,1,,3/15/2011
ELEC,Surf City Nissan,17331 Beach Blvd,,Huntington Beach,CA,Private,,,1,,3/15/2011
ELEC,"AAA - Auto Club of Southern California, Administrative Offices",3333 Fairview Rd,South Coast Dr,Costa Mesa,CA,Private,Employee use only,,4,,4/20/2012
ELEC,"AAA - Auto Club of Southern California, Costa Mesa Branch",3350 Harbor Blvd,South Coast Dr,Costa Mesa,CA,Public,9am-5pm M-F,,2,,4/20/2012
ELEC,"AAA - Auto Club of Southern California, Los Angeles Branch",2601 S Figueroa St,At W Adams Blvd,Los Angeles,CA,Public,9am-5pm M-F,,2,,4/20/2012
ELEC,Marriott - Renaissance Los Angeles Airport Hotel,9620 Airport Blvd,,Los Angeles,CA,Public,24 hours daily; pay lot; for guest use only,,2,,1/1/2012
ELEC,JW Marriott Desert Springs Resort & Spa,74855 Country Club Dr,,Palm Desert,CA,Public,24 hours daily; see valet for access,,51,,12/31/2011
ELEC,Target,12076 Los Osos Valley Rd,,San Luis Obispo,CA,Public,8am-11pm daily,,6,,6/30/2012
ELEC,"Enterprise Rent-A-Car, Santa Monica",1719 Wilshire Blvd,,Santa Monica,CA,Public,,2,2,,5/15/2012
ELEC,"Enterprise Rent-A-Car, Torrance",20625 Hawthorne Blvd,,Torrance,CA,Public,,2,2,,5/15/2012
ELEC,Naval Base - Ventura Point Mugu,NA,Bldg 63,Point Mugu,CA,Private,,,1,,8/1/2012
ELEC,Ames Research Center,Mark & Warren St,Building N251,Moffett Field,CA,Private,Also accessible through chip keys,,1,,8/1/2012
ELEC,Camino Real Chevrolet,2401 S Atlantic Blvd,,Monterey Park,CA,Private,Service center and customer use only,,2,,2/1/2012
ELEC,City of Morro Bay - Morro Bay Transit,535 Harbor St,Located at Harbor Street and Shasta Avenue,Morro Bay,CA,Public,24 hours daily; MobileNOW! Phone application,,1,,6/19/2012
ELEC,Brea Civic Center,1 Civic Center Cir,,Brea,CA,Public,Garage business hours; 4 hour parking limit; pay lot,,3,,1/1/2012
ELEC,Marcum Copp Barbieri DDS,1129 Pacific St,"From Pacific St, turn right into the lot.  Charger is in the back.",San Luis Obispo,CA,Public - Credit card at all times,24 hours daily; free for customer use,,1,,7/1/2012
ELEC,Bella Vista Road Park & Ride Lot,782 Davis Ct,Located at the intersection of Davis Ct and Hume Way,Vacaville,CA,Public,24 hours daily,3,4,1,7/15/2005
ELEC,McCoy Mills Ford,700 W Commonwealth Ave,,Fullerton,CA,Private,Service center use only,,2,,5/1/2012
ELEC,City of Rancho Cucamonga - Metrolink Station,11208 Azuza Ct,Located in permit only public parking lot at the Metrolink Rancho Cucamonga Station,Rancho Cucamonga,CA,Public,Lot business hours; parking permit required; must have MobileNow! App for payment; maximum session time of 4 hours,,2,,1/31/2012
ELEC,San Joaquin Valley Air Pollution Control District - Central Regional Office,1990 E Gettysburg Ave,,Fresno,CA,Private,8am-5pm every other F,,6,,7/17/2012
ELEC,Lodi City Hall,221 W Pine St,,Lodi,CA,Public,24 hours daily,,2,,7/24/2012
ELEC,Sierra Chrysler Dodge Jeep Ram,1305 S Mountain Ave,,Monrovia,CA,Public - Call ahead,Dealership business hours; for customer use only,,3,,6/15/2012
ELEC,Rancho Sierra Vista - Administrative Parking Lot,4124 Potrero Rd,Reino Rd to Potrero Rd to Service Road,Newbury Park,CA,Private,,,1,,9/1/2012
ELEC,Rancho Sierra Vista - Public Parking Lot,4126 Potrero Rd,From Ventura Freeway (U.S. 101) exit Lynn Road. Head south on Lynn Road for 5.25 miles to Via Goleta. Park Entrance is on the left. Proceed to main parking lot. Charging station is by the public restroom.,Newbury Park,CA,Public,Park visitor hours,,1,,8/29/2012
ELEC,Ontario International Airport,Terminal Way,Located in Daily Lots 2 and 4,Ontario,CA,Public,24 hours daily; pay lot,,6,,6/18/2012
ELEC,John T Lyle Center for Regenerative Studies,4105 University Dr,,Pomona,CA,Public,24 hours daily; parking permit required,,2,,7/16/2012
ELEC,University of California - Davis Medical Center,4241 X St,Located in Parking Structure 3,Sacramento,CA,Public,24 hours daily,,10,,7/25/2012
ELEC,Mojave Desert Air Quality Management District,14306 Park Ave,Located at Civic Drive,Victorville,CA,Public,24 hours daily; leave cell phone number visible on dashboard in case of emergency,,7,,2/1/2012
ELEC,Winner Chevrolet,1624 S Canyon Way,,Colfax,CA,Public,24 hours daily,,2,1,8/28/2012
ELEC,City of Davis - City Hall,23 Russell Blvd,,Davis,CA,Public,24 hours daily; maximum session time of 2 hours,,2,,8/29/2012
ELEC,Yolo-Solano Air Quality Management District,1947 Galileo Ct,,Davis,CA,Public,8am-5pm daily; no overnight parking; contact 530-757-3650 for more information,,2,,6/15/2012
ELEC,Malibu Civic Center,23525 Civic Center Way,,Malibu,CA,Public,24 hours daily,,2,,7/1/2011
ELEC,HARTNELLCOLLEGE,411 Central Ave,"CENTRAL AVE 1; Parking garage, first floor south side of the building. Section GB
CENTRAL AVE 3; Parking garage, first floor south side of building. Section GB
CENTRAL AVE 4; Parking garage, first floor south side of the building. Section GB
MAIN CAMPUS; -",Salinas,CA,Public,24 hours daily,1,7,,
ELEC,Homewood Suites - San Jose Airport,10 W Trimble Rd,,San Jose,CA,Public,24 hours daily; for guest use only,,2,,4/28/2015
ELEC,Vallejo City Hall,555 Santa Clara St,,Vallejo,CA,Public,24 hours daily; maximum session time of 3 hours,,2,,8/29/2012
ELEC,9200 Sunset - Parking Garage,9200 W Sunset Blvd,,West Hollywood,CA,Private,Tenant use only,,3,,9/14/2012
ELEC,Long Beach Fleet Services,2600 Temple Ave,,Long Beach,CA,Private,,,38,,10/19/2012
ELEC,Siemens Ultra,685 E Middlefield Rd,,Mountain View,CA,Private,Employee use only,,4,,10/15/2012
ELEC,Sunnyvale Ford Lincoln,650 E El Camino Real,,Sunnyvale,CA,Private,For service center use only,,2,,1/1/2012
ELEC,InterContinental Hotel - San Francisco,888 Howard St,,San Francisco,CA,Public,24 hours daily; pay lot; for guest use only,,1,,8/1/2011
ELEC,San Francisco City Hall,1 Dr Carlton B Goodlet Pl,,San Francisco,CA,Private,Zipcar use only,1,1,,8/15/2009
ELEC,City of Pasadena - Los Robles Garage,400 E Green St,,Pasadena,CA,Public,24 hours daily; pay lot,,6,,11/27/2012
ELEC,City of Pasadena - Plaza Las Fuentes,135 N Los Robles Ave,,Pasadena,CA,Public,24 hours daily; pay lot,,3,,11/27/2012
ELEC,Best Western - Pepper Tree Inn,3850 State St,,Santa Barbara,CA,Public,24 hours daily,,2,,12/20/2012
ELEC,Los Angeles Metro - Chatsworth Metrolink Station,10040 Old Depot Plaza Rd,Located on the north side of the parking lot,Chatsworth,CA,Public,24 hours daily; pay lot,,3,,12/31/2014
ELEC,Oakland International Airport - Economy Lot,1 Airport Dr,Enter Economy Parking Lot; turn to left.  Section M-1.  Stations located near corner of John Glenn and Alan Shepard,Oakland,CA,Public,24 hours daily; pay lot,,2,,12/20/2012
ELEC,Monterey Zoo,400 River Rd,,Salinas,CA,Public,Park business hours; pay lot,,1,,12/14/2012
ELEC,Santa Barbara City College - Lot 4D,721 Cliff Dr,Located in lot 4D,Santa Barbara,CA,Public,Staff only 7am-10:30am; public use 10:30am-10pm,,4,,1/23/2013
ELEC,City of Temecula - Old Town Parking Garage,28690 Mercedes St,4th Street,Temecula,CA,Public,24 hours daily,,2,,1/22/2013
ELEC,Wilson Sonsini Goodrich & Rosati,650 Page Mill Rd,,Palo Alto,CA,Public - Call ahead,24 hours daily; for guest use only; see security to access,,2,,2/15/2013
ELEC,Nissan of San Francisco,1395 Van Ness Ave,,San Francisco,CA,Public,Dealership business hours,,1,,3/1/2012
ELEC,Nissan of San Francisco,1395 Van Ness Ave,,San Francisco,CA,Private,,,1,,3/1/2012
ELEC,University of California Davis - Institute of Transportation Studies,1605 Tilia St,,Davis,CA,Public,24 hours daily,,2,,1/25/2013
ELEC,SAN JUAN OAKSGC,3825 Union Rd,SJO GOLF; -,Hollister,CA,Public,24 hours daily,,2,,
ELEC,City of Rancho Cucamonga - Beryl Park West,6501 Carnelian St,Located in public parking lot for Beryl Park in Rancho Cucamonga,Rancho Cucamonga,CA,Public,6am-10pm daily; must use MobileNow! App for payment; maximum session time of 4 hours,,1,,2/27/2013
ELEC,BoardTronics,1364 Blue Oaks Blvd,Located in the back of the building,Roseville,CA,Public,24 hours daily,,2,,2/1/2013
ELEC,City of Colton - Utility Yard,160 S 10th St,,Colton,CA,Private,Employee use only,,2,,2/27/2013
ELEC,Sheldon Town Center,8973 Grant Line Rd,Charger located on the back side of the building,Elk Grove,CA,Public,24 hours daily,,1,,2/21/2013
ELEC,Folsom Historic District Parking Structure,905 Leidesdorff St,Located at the corner of Reading Street,Folsom,CA,Public,24 hours daily; maximum session time of six hours,,2,,2/28/2013
ELEC,Hudson Street Wineries,428 Hudson St,,Healdsburg,CA,Public,11am-5pm Th-M; see front desk for passcode,,1,,6/1/2012
ELEC,California Air Resources Board,1900 14th St,,Sacramento,CA,Public,24 hours daily,,2,,2/21/2013
ELEC,Wells Fargo Center,400 Capital Mall,,Sacramento,CA,Public,Garage business hours; pay lot,,5,,2/26/2013
ELEC,San Diego Gas and Electric,8326 Century Park Ct,,San Diego,CA,Private,Employee use only,,156,,3/15/2013
ELEC,The Cedar House Sport Hotel,10918 Brockway Rd,,Truckee,CA,Public,24 hours daily; for guest use only; see front desk for access,,3,,2/26/2013
ELEC,City of Morro Bay - Chamber of Commerce,695 Harbor St,Located at Harbor Street and Piney Way,Morro Bay,CA,Public,24 hours daily; Also accepts MobileNOW! Phone application,,1,,3/25/2013
ELEC,City of Palm Desert - City Hall,73510 Fred Waring Dr,,Palm Desert,CA,Public,24 hours daily,,4,,4/1/2013
ELEC,City of Rancho Cucamonga - Public Works Service Center,8794 Lions St,Located in public parking lot at the Public Works Corporate Yard in Rancho Cucamonga,Rancho Cucamonga,CA,Public,Lot business hours; must have MobileNow! App for payment; maximum session time of 4 hours,,1,,4/15/2013
